project_id,state,district,project_type,land_area_hectares,affected_families,compensation_status,legal_dispute,approval_stage,rehabilitation_progress_pct,stakeholder_responsiveness,historical_dept_performance_score,months_since_initiation,notification_delay,approval_delay,compensation_delay,possession_delay,delay_label
LA-1743,Karnataka,Mangaluru,Metro,67.71,152,Partially Paid,No,Possession,41.3,Medium,68.51559145007604,29.6,On-Time,On-Time,On-Time,Delayed,On-Time
LA-1744,Rajasthan,Jodhpur,Highway,139.36,254,Partially Paid,Yes,Approval,78.7,Low,61.74731092151682,2.8,On-Time,Delayed,Delayed,Delayed,Delayed
LA-1745,Maharashtra,Mumbai,Industrial Corridor,99.48,131,Pending,No,Notification,90.9,Low,62.72063156663253,55.8,On-Time,Delayed,Delayed,On-Time,Delayed
LA-1746,Bihar,Gaya,Industrial Corridor,36.44,116,Pending,No,Approval,72.2,High,70.08162235849413,17.8,Delayed,On-Time,On-Time,Delayed,On-Time
LA-1747,Gujarat,Vadodara,Railway,203.62,160,Partially Paid,Yes,Notification,31.1,Medium,64.4742858151698,6.6,On-Time,On-Time,On-Time,Delayed,Delayed
LA-1748,Rajasthan,Udaipur,Metro,70.74,85,Paid,No,Compensation,71.2,High,82.09263627805746,26.2,On-Time,On-Time,On-Time,Delayed,On-Time
LA-1749,Bihar,Muzaffarpur,Metro,253.05,205,Partially Paid,No,Approval,51.8,High,72.18540306994431,49.0,On-Time,On-Time,On-Time,On-Time,Delayed
LA-1750,Madhya Pradesh,Bhopal,Power Project,113.41,128,Paid,No,Possession,26.6,Medium,50.693828247334636,48.2,Delayed,Delayed,Delayed,On-Time,On-Time
LA-1751,Uttar Pradesh,Agra,Irrigation,116.53,186,Partially Paid,Yes,Approval,61.5,Medium,47.80077527404562,29.3,On-Time,On-Time,On-Time,Delayed,On-Time
LA-1752,West Bengal,Durgapur,Highway,44.55,60,Partially Paid,Yes,Compensation,78.3,Low,79.86199078226154,15.5,Delayed,On-Time,Delayed,Delayed,Delayed
LA-1753,Madhya Pradesh,Gwalior,Irrigation,15.92,61,Partially Paid,No,Compensation,44.0,Medium,47.65494650709884,18.6,Delayed,On-Time,On-Time,On-Time,Delayed
LA-1754,Maharashtra,Pune,Railway,39.12,133,Partially Paid,Yes,Possession,69.8,High,59.77084881735554,9.9,On-Time,On-Time,On-Time,Delayed,On-Time
LA-1755,Uttar Pradesh,Kanpur,Highway,143.26,340,Partially Paid,No,Possession,48.0,Low,58.405628501984275,23.7,Delayed,On-Time,Delayed,On-Time,Delayed
LA-1756,Tamil Nadu,Chennai,Power Project,95.26,131,Paid,No,Possession,71.9,Medium,46.422589714785396,24.7,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1757,Madhya Pradesh,Jabalpur,Airport,27.65,84,Paid,No,Possession,76.1,Low,69.65312204367744,8.0,Delayed,On-Time,On-Time,On-Time,Delayed
LA-1758,Rajasthan,Jaipur,Industrial Corridor,248.68,388,Partially Paid,No,Approval,58.3,Medium,63.14276986106595,39.7,On-Time,On-Time,On-Time,Delayed,Delayed
LA-1759,Bihar,Muzaffarpur,Highway,87.07,98,Paid,No,Possession,28.1,High,55.432763503417505,1.6,On-Time,On-Time,Delayed,On-Time,On-Time
LA-1760,Tamil Nadu,Chennai,Irrigation,97.49,171,Pending,No,Possession,77.8,High,95.0,31.2,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1761,Uttar Pradesh,Kanpur,Industrial Corridor,124.0,259,Paid,No,Notification,80.1,High,28.5360102947676,37.4,Delayed,On-Time,On-Time,On-Time,On-Time
LA-1762,Maharashtra,Mumbai,Railway,48.06,125,Paid,No,Compensation,86.8,High,52.04952857347061,41.6,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1763,Maharashtra,Mumbai,Irrigation,192.53,297,Partially Paid,No,Approval,43.8,High,56.34878261796683,22.8,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1764,Karnataka,Mysuru,Airport,19.5,56,Partially Paid,No,Compensation,75.5,Medium,44.624340972439384,24.5,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1765,Delhi,North Delhi,Railway,125.75,56,Paid,Yes,Compensation,92.6,Low,95.0,38.7,On-Time,On-Time,Delayed,On-Time,On-Time
LA-1766,Madhya Pradesh,Indore,Airport,356.99,315,Paid,No,Compensation,47.1,Low,95.0,25.9,On-Time,On-Time,On-Time,Delayed,On-Time
LA-1767,Tamil Nadu,Madurai,Airport,13.73,11,Paid,No,Compensation,38.8,Medium,54.73310765878252,13.4,Delayed,On-Time,On-Time,On-Time,On-Time
LA-1768,Bihar,Patna,Industrial Corridor,23.62,132,Paid,No,Possession,65.7,High,84.03104685694659,25.9,Delayed,Delayed,On-Time,On-Time,On-Time
LA-1769,Maharashtra,Nashik,Railway,151.96,335,Paid,No,Compensation,69.4,High,73.94812496306713,58.9,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1770,Tamil Nadu,Chennai,Railway,16.0,70,Partially Paid,No,Possession,46.2,Medium,89.84172339320536,16.0,On-Time,On-Time,On-Time,Delayed,Delayed
LA-1771,Uttar Pradesh,Varanasi,Highway,118.73,269,Pending,No,Approval,83.7,High,63.39192931852777,13.9,On-Time,On-Time,Delayed,On-Time,On-Time
LA-1772,Bihar,Gaya,Irrigation,84.68,157,Paid,No,Approval,64.1,Low,71.47412784314896,19.1,On-Time,Delayed,On-Time,On-Time,Delayed
LA-1773,Uttar Pradesh,Agra,Railway,124.72,239,Paid,Yes,Compensation,64.4,Low,86.03819033330875,27.4,Delayed,On-Time,Delayed,Delayed,Delayed
LA-1774,Gujarat,Vadodara,Highway,49.57,99,Partially Paid,No,Approval,2.8,High,83.7439239985568,11.9,Delayed,On-Time,On-Time,Delayed,On-Time
LA-1775,Tamil Nadu,Chennai,Metro,71.05,94,Pending,Yes,Approval,56.6,Medium,67.2745216911226,6.1,On-Time,On-Time,On-Time,Delayed,On-Time
LA-1776,Uttar Pradesh,Prayagraj,Metro,88.26,137,Paid,No,Compensation,54.2,High,50.86136852013505,25.7,Delayed,On-Time,On-Time,On-Time,On-Time
LA-1777,Uttar Pradesh,Agra,Metro,150.41,332,Paid,No,Compensation,40.8,Medium,53.54964629775386,23.7,Delayed,On-Time,On-Time,On-Time,On-Time
LA-1778,Karnataka,Mangaluru,Power Project,35.8,63,Paid,No,Compensation,84.8,High,37.26223360600834,6.2,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1779,Karnataka,Mysuru,Railway,55.5,84,Paid,Yes,Approval,68.4,High,76.809014990445,8.5,Delayed,On-Time,On-Time,On-Time,Delayed
LA-1780,Madhya Pradesh,Jabalpur,Power Project,57.24,63,Partially Paid,No,Approval,76.0,Medium,68.18245919435019,22.4,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1781,Karnataka,Bengaluru,Irrigation,181.02,344,Pending,No,Compensation,60.2,Medium,69.33895640324846,16.2,On-Time,Delayed,Delayed,Delayed,Delayed
LA-1782,Rajasthan,Kota,Railway,20.11,34,Partially Paid,No,Notification,53.4,Medium,64.62250718891019,11.9,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1783,Maharashtra,Nagpur,Highway,221.81,451,Pending,Yes,Approval,70.0,Medium,47.8497540236086,16.4,On-Time,Delayed,On-Time,On-Time,Delayed
LA-1784,Maharashtra,Nagpur,Power Project,127.88,245,Paid,No,Notification,38.4,Medium,69.6892568520164,12.6,On-Time,Delayed,On-Time,Delayed,On-Time
LA-1785,Uttar Pradesh,Varanasi,Power Project,112.94,126,Pending,Yes,Notification,73.5,Medium,74.078765880364,19.4,On-Time,On-Time,On-Time,On-Time,Delayed
LA-1786,Bihar,Bhagalpur,Irrigation,37.01,96,Paid,No,Approval,68.7,Low,51.97737471091002,34.9,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1787,Madhya Pradesh,Indore,Power Project,130.98,107,Paid,No,Notification,42.3,Low,64.57477366910608,38.5,On-Time,Delayed,On-Time,On-Time,On-Time
LA-1788,Gujarat,Rajkot,Airport,75.69,160,Partially Paid,No,Approval,36.8,Medium,55.27476981486867,13.0,On-Time,On-Time,On-Time,On-Time,Delayed
LA-1789,Rajasthan,Jodhpur,Highway,91.7,157,Paid,Yes,Compensation,67.5,Medium,61.76687182294664,24.2,On-Time,On-Time,On-Time,On-Time,Delayed
LA-1790,West Bengal,Howrah,Metro,233.28,310,Paid,No,Notification,42.7,Medium,47.96901072219712,24.0,Delayed,On-Time,On-Time,On-Time,Delayed
LA-1791,Uttar Pradesh,Kanpur,Highway,70.04,119,Partially Paid,No,Approval,73.7,High,60.97703554112883,7.1,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1792,Madhya Pradesh,Jabalpur,Airport,204.86,209,Paid,Yes,Possession,54.5,High,89.41078871886867,3.8,On-Time,Delayed,On-Time,Delayed,On-Time
LA-1793,Rajasthan,Udaipur,Irrigation,64.86,63,Partially Paid,Yes,Possession,82.7,Low,57.47129745292006,45.6,On-Time,Delayed,Delayed,Delayed,On-Time
LA-1794,Madhya Pradesh,Indore,Irrigation,33.23,129,Paid,Yes,Approval,50.0,Low,54.78623289017952,30.8,On-Time,Delayed,Delayed,Delayed,On-Time
LA-1795,Delhi,North Delhi,Railway,26.89,101,Pending,Yes,Possession,76.7,Medium,55.72823721262394,44.8,Delayed,Delayed,On-Time,Delayed,Delayed
LA-1796,Bihar,Patna,Highway,98.29,109,Paid,Yes,Approval,31.1,High,62.146768679733,37.9,On-Time,On-Time,Delayed,On-Time,On-Time
LA-1797,West Bengal,Kolkata,Irrigation,137.25,210,Partially Paid,Yes,Notification,37.1,High,91.88481996488669,30.8,On-Time,On-Time,Delayed,Delayed,On-Time
LA-1798,Madhya Pradesh,Indore,Power Project,125.95,180,Paid,No,Possession,17.5,High,86.08548517965177,38.2,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1799,Karnataka,Bengaluru,Irrigation,165.78,220,Pending,No,Possession,47.0,High,62.848699646472554,19.4,On-Time,On-Time,On-Time,Delayed,Delayed
LA-1800,West Bengal,Kolkata,Irrigation,115.81,207,Partially Paid,No,Compensation,51.1,Medium,55.35770853621287,32.5,On-Time,Delayed,On-Time,On-Time,On-Time
LA-1801,Karnataka,Mysuru,Irrigation,24.48,67,Paid,Yes,Compensation,59.5,Low,38.58529670236442,37.4,On-Time,Delayed,On-Time,Delayed,Delayed
LA-1802,Uttar Pradesh,Agra,Irrigation,98.33,185,Paid,No,Compensation,72.0,High,51.330241018068904,31.5,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1803,Madhya Pradesh,Jabalpur,Metro,49.96,121,Paid,No,Notification,74.3,Medium,35.38187323982929,11.8,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1804,Madhya Pradesh,Indore,Metro,86.79,169,Partially Paid,No,Approval,72.6,High,76.1017598252168,9.5,Delayed,Delayed,On-Time,Delayed,On-Time
LA-1805,Gujarat,Surat,Railway,63.49,143,Partially Paid,No,Compensation,29.2,Low,85.03334267446857,29.9,On-Time,Delayed,On-Time,Delayed,Delayed
LA-1806,Karnataka,Hubballi,Irrigation,56.7,42,Paid,No,Possession,73.7,Low,59.3715327306807,12.3,Delayed,On-Time,On-Time,On-Time,On-Time
LA-1807,West Bengal,Siliguri,Highway,66.42,163,Partially Paid,No,Notification,73.9,High,70.75842049766612,12.7,Delayed,On-Time,On-Time,On-Time,On-Time
LA-1808,West Bengal,Siliguri,Airport,219.29,432,Pending,No,Possession,48.5,Low,48.6651858219171,16.3,On-Time,Delayed,On-Time,On-Time,On-Time
LA-1809,Rajasthan,Udaipur,Railway,10.73,26,Paid,No,Notification,79.6,Medium,35.9017103179106,18.0,On-Time,Delayed,On-Time,On-Time,On-Time
LA-1810,Uttar Pradesh,Kanpur,Highway,28.43,14,Paid,No,Compensation,30.7,High,65.8351145974509,16.8,On-Time,On-Time,Delayed,On-Time,On-Time
LA-1811,West Bengal,Howrah,Irrigation,31.56,97,Partially Paid,No,Compensation,75.8,Medium,70.75013209557692,15.9,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1812,Bihar,Bhagalpur,Industrial Corridor,62.34,99,Partially Paid,No,Compensation,49.6,High,90.55960657598051,19.5,On-Time,Delayed,Delayed,On-Time,On-Time
LA-1813,Uttar Pradesh,Prayagraj,Irrigation,120.33,38,Paid,No,Notification,40.9,Medium,95.0,8.3,On-Time,On-Time,Delayed,On-Time,On-Time
LA-1814,West Bengal,Siliguri,Metro,59.38,205,Paid,No,Approval,35.0,Low,60.821478520647695,6.1,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1815,Bihar,Gaya,Airport,130.79,236,Paid,No,Compensation,61.3,Medium,78.68172165658488,52.6,Delayed,On-Time,On-Time,On-Time,On-Time
LA-1816,Rajasthan,Jodhpur,Power Project,158.77,397,Partially Paid,Yes,Notification,80.4,High,69.72635350204362,10.9,Delayed,On-Time,On-Time,On-Time,Delayed
LA-1817,Madhya Pradesh,Bhopal,Airport,16.83,56,Partially Paid,No,Notification,27.8,High,65.03406905548275,1.3,On-Time,Delayed,Delayed,On-Time,On-Time
LA-1818,Gujarat,Rajkot,Power Project,154.03,238,Paid,No,Compensation,62.7,High,64.43783857959562,14.1,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1819,Delhi,South Delhi,Airport,133.72,256,Paid,No,Compensation,50.8,High,62.82575824366129,4.4,Delayed,On-Time,On-Time,On-Time,On-Time
LA-1820,Maharashtra,Nagpur,Metro,174.02,176,Paid,No,Notification,38.4,High,63.471134345414214,6.7,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1821,Tamil Nadu,Madurai,Power Project,74.69,150,Pending,No,Compensation,73.9,Medium,89.84920572060885,20.5,Delayed,On-Time,Delayed,On-Time,On-Time
LA-1822,Delhi,New Delhi,Highway,92.65,183,Paid,No,Possession,66.7,Medium,68.21867530568329,7.3,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1823,Maharashtra,Nagpur,Power Project,135.24,136,Partially Paid,No,Notification,49.6,Medium,91.12792432085061,45.2,On-Time,On-Time,On-Time,On-Time,Delayed
LA-1824,Gujarat,Vadodara,Railway,87.81,169,Pending,No,Compensation,84.2,High,51.525358516149446,32.9,On-Time,On-Time,Delayed,On-Time,On-Time
LA-1825,Rajasthan,Udaipur,Highway,18.52,34,Pending,No,Notification,92.7,High,25.0,2.7,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1826,Bihar,Bhagalpur,Railway,33.22,56,Partially Paid,No,Notification,51.1,High,58.05658326715968,38.4,Delayed,On-Time,On-Time,Delayed,On-Time
LA-1827,Maharashtra,Nagpur,Irrigation,75.55,176,Paid,No,Notification,77.5,High,52.459258983516335,21.5,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1828,Maharashtra,Aurangabad,Airport,215.78,273,Pending,No,Approval,81.1,High,42.59632152311049,8.6,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1829,Karnataka,Hubballi,Highway,111.86,177,Partially Paid,Yes,Possession,43.8,High,84.50975306553863,15.8,Delayed,On-Time,On-Time,On-Time,Delayed
LA-1830,Rajasthan,Udaipur,Airport,42.82,78,Partially Paid,Yes,Approval,77.5,Medium,44.95412407514878,24.7,On-Time,Delayed,On-Time,On-Time,On-Time
LA-1831,Uttar Pradesh,Lucknow,Irrigation,45.94,182,Paid,No,Compensation,51.1,Low,73.7417878104818,41.3,On-Time,Delayed,Delayed,Delayed,On-Time
LA-1832,Rajasthan,Kota,Industrial Corridor,47.64,72,Paid,No,Approval,69.4,Medium,95.0,9.0,Delayed,On-Time,On-Time,On-Time,On-Time
LA-1833,Uttar Pradesh,Kanpur,Airport,64.19,59,Partially Paid,No,Approval,62.8,Medium,47.751283782487505,20.9,Delayed,On-Time,On-Time,On-Time,On-Time
LA-1834,Uttar Pradesh,Varanasi,Irrigation,68.15,206,Pending,No,Compensation,73.6,High,61.53593993826117,37.3,Delayed,On-Time,Delayed,On-Time,On-Time
LA-1835,Rajasthan,Jaipur,Airport,64.83,124,Pending,No,Possession,21.3,Low,85.29062247045644,25.3,On-Time,Delayed,On-Time,Delayed,Delayed
LA-1836,Gujarat,Surat,Irrigation,66.11,107,Pending,No,Possession,23.9,High,58.76901150747505,52.6,On-Time,On-Time,On-Time,On-Time,Delayed
LA-1837,Bihar,Patna,Railway,19.13,106,Partially Paid,No,Possession,72.1,High,69.98584233583189,15.0,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1838,Gujarat,Vadodara,Irrigation,19.5,80,Paid,Yes,Approval,67.7,High,74.58941131583147,15.4,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1839,Madhya Pradesh,Gwalior,Power Project,52.64,155,Partially Paid,No,Possession,50.2,High,67.60392224667088,3.3,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1840,Madhya Pradesh,Gwalior,Industrial Corridor,28.44,62,Partially Paid,Yes,Approval,38.8,Medium,58.27530087434413,19.7,On-Time,On-Time,On-Time,Delayed,Delayed
LA-1841,Delhi,New Delhi,Airport,65.57,59,Partially Paid,No,Compensation,73.5,Low,53.286793836430135,29.1,On-Time,Delayed,On-Time,On-Time,Delayed
LA-1842,Karnataka,Mangaluru,Irrigation,131.37,151,Pending,Yes,Possession,12.8,Medium,48.57829714971574,40.0,On-Time,Delayed,Delayed,Delayed,Delayed
LA-1843,Uttar Pradesh,Prayagraj,Irrigation,169.91,295,Paid,No,Notification,64.2,High,73.94770722157907,21.4,On-Time,On-Time,Delayed,On-Time,On-Time
LA-1844,West Bengal,Howrah,Airport,130.78,211,Paid,No,Approval,30.0,Medium,55.13171223968946,41.7,On-Time,Delayed,On-Time,Delayed,On-Time
LA-1845,Uttar Pradesh,Varanasi,Industrial Corridor,78.85,188,Pending,No,Compensation,76.3,Medium,82.93964335041471,30.5,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1846,Gujarat,Rajkot,Industrial Corridor,116.07,231,Paid,No,Compensation,33.7,Low,88.83750864862456,60.0,Delayed,On-Time,On-Time,On-Time,On-Time
LA-1847,Uttar Pradesh,Prayagraj,Irrigation,76.81,125,Partially Paid,Yes,Notification,88.3,Medium,47.647818565205284,25.8,Delayed,On-Time,Delayed,Delayed,Delayed
LA-1848,West Bengal,Durgapur,Highway,68.08,115,Pending,No,Possession,28.7,Medium,76.07288773820912,32.5,Delayed,Delayed,On-Time,Delayed,On-Time
LA-1849,Rajasthan,Udaipur,Railway,117.46,177,Paid,No,Compensation,89.2,Medium,95.0,29.4,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1850,Madhya Pradesh,Bhopal,Industrial Corridor,61.42,112,Pending,No,Notification,98.4,Medium,52.16999895820963,40.0,On-Time,Delayed,Delayed,On-Time,On-Time
LA-1851,Delhi,New Delhi,Industrial Corridor,19.29,89,Paid,No,Notification,52.3,High,83.00962923858887,26.6,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1852,Karnataka,Mangaluru,Metro,59.4,84,Pending,No,Possession,57.8,High,73.4289603992528,1.0,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1853,Uttar Pradesh,Agra,Power Project,16.23,5,Paid,No,Notification,55.7,Medium,79.40726618441136,17.1,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1854,Bihar,Gaya,Industrial Corridor,56.87,137,Partially Paid,No,Notification,42.5,Low,53.65394013098416,8.3,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1855,Uttar Pradesh,Prayagraj,Railway,100.11,217,Partially Paid,No,Compensation,58.0,High,93.57777365335386,14.5,On-Time,On-Time,Delayed,On-Time,Delayed
LA-1856,Uttar Pradesh,Kanpur,Power Project,93.15,138,Paid,No,Compensation,82.9,Low,54.95494310394403,16.3,Delayed,On-Time,On-Time,On-Time,On-Time
LA-1857,Delhi,North Delhi,Power Project,78.9,198,Partially Paid,No,Compensation,76.3,High,74.60966263644237,42.9,On-Time,On-Time,On-Time,Delayed,Delayed
LA-1858,Rajasthan,Kota,Airport,68.56,122,Pending,No,Approval,69.5,High,64.05146640098815,35.5,On-Time,On-Time,Delayed,Delayed,On-Time
LA-1859,Madhya Pradesh,Indore,Airport,95.19,132,Partially Paid,No,Possession,80.7,High,73.04979809416,60.0,On-Time,On-Time,On-Time,Delayed,On-Time
LA-1860,Delhi,North Delhi,Airport,116.86,124,Pending,No,Possession,30.1,Low,50.24870311488535,21.0,On-Time,Delayed,On-Time,Delayed,On-Time
LA-1861,Tamil Nadu,Madurai,Airport,57.34,104,Paid,No,Approval,46.3,High,46.589542789576214,10.1,On-Time,On-Time,On-Time,Delayed,On-Time
LA-1862,Rajasthan,Udaipur,Metro,28.19,27,Partially Paid,No,Compensation,44.9,Medium,69.30546288539684,11.3,Delayed,On-Time,On-Time,On-Time,On-Time
LA-1863,Rajasthan,Jodhpur,Industrial Corridor,97.64,222,Paid,No,Possession,59.1,High,59.49121180598532,38.5,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1864,Gujarat,Surat,Airport,32.51,107,Pending,No,Compensation,35.5,Medium,58.98064346043002,13.8,Delayed,On-Time,On-Time,Delayed,Delayed
LA-1865,Gujarat,Vadodara,Irrigation,37.49,95,Paid,Yes,Compensation,61.9,Low,73.17227513659546,5.9,On-Time,On-Time,On-Time,Delayed,On-Time
LA-1866,Madhya Pradesh,Jabalpur,Highway,141.19,242,Paid,No,Approval,87.7,High,42.57984063548598,29.7,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1867,Uttar Pradesh,Agra,Airport,95.5,163,Paid,No,Compensation,47.8,Low,83.10324336390286,37.0,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1868,Uttar Pradesh,Agra,Industrial Corridor,193.25,212,Paid,Yes,Compensation,59.1,Low,66.79269328110054,5.4,Delayed,Delayed,On-Time,On-Time,Delayed
LA-1869,Bihar,Bhagalpur,Airport,155.7,280,Pending,No,Compensation,65.8,High,76.44243718378871,14.8,Delayed,On-Time,On-Time,Delayed,Delayed
LA-1870,West Bengal,Siliguri,Metro,79.14,142,Paid,No,Possession,58.5,Medium,72.91022352921614,13.8,On-Time,Delayed,On-Time,On-Time,On-Time
LA-1871,Gujarat,Vadodara,Railway,143.38,229,Pending,No,Notification,31.6,High,73.73746441893128,22.0,On-Time,On-Time,Delayed,Delayed,On-Time
LA-1872,Maharashtra,Aurangabad,Railway,30.97,73,Paid,No,Notification,40.1,High,47.02314059601795,13.7,On-Time,Delayed,On-Time,On-Time,On-Time
LA-1873,Madhya Pradesh,Jabalpur,Industrial Corridor,69.25,115,Pending,No,Notification,64.2,Medium,82.47032142479055,19.9,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1874,Gujarat,Vadodara,Irrigation,81.2,109,Partially Paid,No,Compensation,38.1,Medium,69.09371172849885,25.1,On-Time,Delayed,On-Time,On-Time,Delayed
LA-1875,Delhi,New Delhi,Railway,62.05,107,Paid,No,Notification,55.2,High,57.875094692637525,5.4,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1876,Uttar Pradesh,Lucknow,Railway,137.37,267,Paid,No,Compensation,48.1,High,63.12065193037838,18.1,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1877,Karnataka,Mangaluru,Highway,99.71,149,Paid,No,Approval,60.3,Low,70.43204168823688,15.8,On-Time,On-Time,Delayed,On-Time,Delayed
LA-1878,Karnataka,Mangaluru,Industrial Corridor,97.58,272,Paid,Yes,Compensation,83.0,Medium,67.7034323624697,18.2,Delayed,Delayed,Delayed,On-Time,Delayed
LA-1879,Delhi,South Delhi,Irrigation,209.49,381,Paid,Yes,Approval,71.6,High,73.95863136127822,18.2,Delayed,On-Time,On-Time,On-Time,On-Time
LA-1880,Uttar Pradesh,Kanpur,Industrial Corridor,79.44,174,Paid,No,Possession,50.8,Medium,89.80085174690993,4.7,On-Time,Delayed,On-Time,On-Time,On-Time
LA-1881,Maharashtra,Aurangabad,Railway,161.79,281,Paid,Yes,Compensation,28.1,High,49.45045322932732,58.4,On-Time,Delayed,On-Time,Delayed,On-Time
LA-1882,Karnataka,Mysuru,Railway,164.97,333,Partially Paid,No,Possession,18.2,High,76.25411762740212,22.8,On-Time,Delayed,On-Time,Delayed,On-Time
LA-1883,Delhi,North Delhi,Railway,125.91,289,Paid,No,Compensation,85.3,Medium,63.39051493544316,39.1,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1884,Uttar Pradesh,Varanasi,Power Project,204.19,167,Partially Paid,No,Notification,65.0,Medium,82.1381708936942,11.2,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1885,Tamil Nadu,Chennai,Metro,87.97,78,Pending,No,Notification,44.7,High,89.38471904940616,45.4,On-Time,On-Time,Delayed,Delayed,On-Time
LA-1886,Uttar Pradesh,Varanasi,Airport,100.63,260,Paid,No,Possession,87.4,Medium,67.94183758082364,22.5,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1887,Karnataka,Bengaluru,Metro,47.82,65,Paid,No,Compensation,62.5,High,74.31211491260609,31.7,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1888,Maharashtra,Aurangabad,Industrial Corridor,58.29,172,Paid,Yes,Notification,96.0,Medium,83.24097254654276,6.7,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1889,Uttar Pradesh,Varanasi,Highway,96.56,175,Paid,No,Compensation,41.6,High,79.9735865874551,16.3,On-Time,Delayed,On-Time,Delayed,On-Time
LA-1890,Maharashtra,Aurangabad,Airport,62.66,170,Partially Paid,No,Approval,49.2,High,83.85155896210001,23.7,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1891,Karnataka,Mysuru,Highway,109.59,226,Paid,No,Approval,84.6,High,60.528738450227614,58.6,On-Time,On-Time,On-Time,On-Time,Delayed
LA-1892,Bihar,Gaya,Irrigation,81.57,150,Paid,No,Notification,73.2,Medium,57.246760458738194,29.2,On-Time,Delayed,On-Time,On-Time,On-Time
LA-1893,Bihar,Bhagalpur,Power Project,165.17,235,Paid,No,Possession,58.2,High,47.957386452117326,9.1,Delayed,Delayed,On-Time,On-Time,On-Time
LA-1894,Gujarat,Vadodara,Industrial Corridor,76.88,196,Pending,No,Notification,76.8,High,62.06988505312111,10.0,On-Time,On-Time,Delayed,On-Time,On-Time
LA-1895,Karnataka,Mysuru,Power Project,154.19,281,Partially Paid,Yes,Approval,66.0,High,63.73748605011333,6.0,On-Time,Delayed,On-Time,On-Time,On-Time
LA-1896,Uttar Pradesh,Agra,Industrial Corridor,21.11,107,Pending,Yes,Approval,64.5,Medium,62.84597578494276,12.0,On-Time,On-Time,Delayed,On-Time,Delayed
LA-1897,Maharashtra,Nagpur,Highway,43.93,71,Pending,No,Notification,57.7,High,72.38342682571943,45.9,On-Time,On-Time,Delayed,Delayed,On-Time
LA-1898,Bihar,Bhagalpur,Highway,97.21,155,Paid,Yes,Compensation,35.7,Medium,72.7738789764997,27.9,Delayed,On-Time,On-Time,On-Time,Delayed
LA-1899,Delhi,North Delhi,Highway,57.08,64,Paid,No,Notification,25.2,High,64.01857577560696,31.8,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1900,Uttar Pradesh,Prayagraj,Industrial Corridor,78.48,181,Paid,Yes,Approval,85.0,Medium,70.20156354351349,46.0,Delayed,On-Time,On-Time,On-Time,Delayed
LA-1901,Uttar Pradesh,Agra,Railway,73.68,116,Partially Paid,Yes,Possession,78.1,Low,77.40116454659439,32.3,On-Time,On-Time,On-Time,Delayed,Delayed
LA-1902,Delhi,North Delhi,Highway,72.45,107,Partially Paid,No,Approval,48.7,Medium,53.018204522436555,7.4,On-Time,On-Time,Delayed,On-Time,Delayed
LA-1903,Uttar Pradesh,Kanpur,Power Project,21.26,5,Paid,No,Approval,57.6,Medium,78.99830773370424,36.8,On-Time,On-Time,On-Time,On-Time,On-Time
