project_id,state,district,project_type,land_area_hectares,affected_families,compensation_status,legal_dispute,approval_stage,possession_status,rehabilitation_progress_pct,stakeholder_responsiveness,historical_dept_performance_score,months_since_initiation,approval_timeline_days,notification_delay,approval_delay,compensation_delay,possession_delay,delay_label
LA-1817,Madhya Pradesh,Bhopal,Airport,16.83,56,Paid,No,Notification,Not Started,22.8,High,87.15295007545504,33.4,114,On-Time,On-Time,On-Time,Delayed,On-Time
LA-1818,Gujarat,Rajkot,Power Project,154.03,238,Paid,No,Compensation,In Progress,76.9,High,44.279348356517644,31.8,226,On-Time,Delayed,On-Time,Delayed,Delayed
LA-1819,Delhi,South Delhi,Airport,133.72,256,Paid,No,Compensation,Pending,71.4,Low,75.62657299121426,8.6,218,On-Time,Delayed,On-Time,On-Time,On-Time
LA-1820,Maharashtra,Nagpur,Metro,174.02,176,Paid,No,Notification,Not Started,43.9,High,76.36223471675335,39.6,130,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1821,Tamil Nadu,Madurai,Power Project,74.69,150,Paid,No,Compensation,Pending,42.5,High,81.09747226396944,13.4,172,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1822,Delhi,New Delhi,Highway,92.65,183,Partially Paid,No,Possession,In Progress,57.1,Medium,35.438037270602145,52.0,305,Delayed,Delayed,On-Time,On-Time,On-Time
LA-1823,Maharashtra,Nagpur,Power Project,135.24,136,Partially Paid,Yes,Notification,Not Started,54.4,Low,81.0030903529851,26.9,251,Delayed,On-Time,On-Time,On-Time,Delayed
LA-1824,Gujarat,Vadodara,Railway,87.81,169,Partially Paid,No,Compensation,Pending,74.7,High,62.82736631456704,21.9,198,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1825,Rajasthan,Udaipur,Highway,18.52,34,Pending,No,Notification,Not Started,21.7,Medium,59.894582636247364,60.0,269,Delayed,On-Time,On-Time,On-Time,Delayed
LA-1826,Bihar,Bhagalpur,Railway,33.22,56,Paid,Yes,Notification,Not Started,80.0,High,77.37514212148909,10.2,212,Delayed,On-Time,On-Time,On-Time,Delayed
LA-1827,Maharashtra,Nagpur,Irrigation,75.55,176,Paid,No,Notification,Not Started,47.9,Medium,79.41029346037469,8.1,160,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1828,Maharashtra,Aurangabad,Airport,215.78,273,Paid,No,Approval,Pending,37.3,High,35.1705015562669,47.2,282,Delayed,On-Time,Delayed,Delayed,Delayed
LA-1829,Karnataka,Hubballi,Highway,111.86,177,Paid,Yes,Possession,In Progress,33.0,High,45.65318470008505,41.7,281,Delayed,On-Time,Delayed,Delayed,Delayed
LA-1830,Rajasthan,Udaipur,Airport,42.82,78,Paid,No,Approval,Not Started,73.1,Medium,82.98818812396345,60.0,230,On-Time,Delayed,On-Time,On-Time,On-Time
LA-1831,Uttar Pradesh,Lucknow,Irrigation,45.94,182,Paid,No,Compensation,In Progress,22.4,Low,72.12483615770581,44.1,243,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1832,Rajasthan,Kota,Industrial Corridor,47.64,72,Pending,No,Approval,Not Started,99.0,Medium,67.72628461733187,25.2,204,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1833,Uttar Pradesh,Kanpur,Airport,64.19,59,Pending,No,Approval,Pending,89.9,Low,50.214946678996554,13.7,227,On-Time,Delayed,Delayed,On-Time,Delayed
LA-1834,Uttar Pradesh,Varanasi,Irrigation,68.15,206,Paid,Yes,Compensation,Pending,62.9,Medium,71.58262476338044,31.7,256,Delayed,Delayed,On-Time,Delayed,Delayed
LA-1835,Rajasthan,Jaipur,Airport,64.83,124,Pending,Yes,Possession,Completed,29.4,High,83.28398197410074,16.4,181,On-Time,On-Time,On-Time,On-Time,Delayed
LA-1836,Gujarat,Surat,Irrigation,66.11,107,Pending,No,Possession,In Progress,44.1,High,95.0,6.7,95,On-Time,On-Time,On-Time,Delayed,On-Time
LA-1837,Bihar,Patna,Railway,19.13,106,Paid,No,Possession,Completed,85.1,Low,59.68719657485267,11.7,216,Delayed,On-Time,On-Time,On-Time,On-Time
LA-1838,Gujarat,Vadodara,Irrigation,19.5,80,Paid,No,Approval,Not Started,62.7,Medium,78.15629267975761,12.9,142,Delayed,On-Time,On-Time,On-Time,On-Time
LA-1839,Madhya Pradesh,Gwalior,Power Project,52.64,155,Pending,No,Possession,In Progress,86.2,Low,92.82322370199319,29.6,172,On-Time,On-Time,Delayed,On-Time,On-Time
LA-1840,Madhya Pradesh,Gwalior,Industrial Corridor,28.44,62,Partially Paid,No,Approval,Pending,83.9,High,43.26959200002574,6.2,208,On-Time,Delayed,On-Time,On-Time,Delayed
LA-1841,Delhi,New Delhi,Airport,65.57,59,Pending,No,Compensation,In Progress,73.5,High,91.98692762785785,7.2,97,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1842,Karnataka,Mangaluru,Irrigation,131.37,151,Paid,No,Possession,Pending,15.3,High,68.00965380308024,14.9,155,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1843,Uttar Pradesh,Prayagraj,Irrigation,169.91,295,Paid,No,Notification,Not Started,55.6,High,66.12296448413171,12.1,151,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1844,West Bengal,Howrah,Airport,130.78,211,Paid,No,Approval,Not Started,43.7,High,56.87406820884875,25.3,206,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1845,Uttar Pradesh,Varanasi,Industrial Corridor,78.85,188,Pending,Yes,Compensation,Pending,67.4,High,59.5415809908703,16.8,220,On-Time,On-Time,Delayed,On-Time,Delayed
LA-1846,Gujarat,Rajkot,Industrial Corridor,116.07,231,Paid,No,Compensation,In Progress,66.3,Medium,53.82481696986206,17.6,226,Delayed,On-Time,Delayed,On-Time,Delayed
LA-1847,Uttar Pradesh,Prayagraj,Irrigation,76.81,125,Paid,Yes,Notification,Not Started,47.9,High,50.704639347913094,36.1,289,On-Time,Delayed,On-Time,On-Time,On-Time
LA-1848,West Bengal,Durgapur,Highway,68.08,115,Partially Paid,No,Possession,In Progress,39.3,High,71.74433756642651,39.9,158,On-Time,On-Time,On-Time,On-Time,Delayed
LA-1849,Rajasthan,Udaipur,Railway,117.46,177,Paid,No,Compensation,Pending,81.3,Medium,81.69031156423262,13.3,146,On-Time,On-Time,Delayed,On-Time,On-Time
LA-1850,Madhya Pradesh,Bhopal,Industrial Corridor,61.42,112,Paid,No,Notification,Not Started,57.0,Medium,49.283805724259345,29.9,231,On-Time,Delayed,On-Time,Delayed,On-Time
LA-1851,Delhi,New Delhi,Industrial Corridor,19.29,89,Partially Paid,Yes,Notification,Not Started,78.0,Medium,54.57248517025271,11.0,279,Delayed,On-Time,Delayed,On-Time,On-Time
LA-1852,Karnataka,Mangaluru,Metro,59.4,84,Paid,Yes,Possession,In Progress,92.0,Medium,68.84517466477372,35.4,298,Delayed,Delayed,On-Time,On-Time,Delayed
LA-1853,Uttar Pradesh,Agra,Power Project,16.23,5,Paid,No,Notification,Not Started,77.5,Low,48.28249095001226,9.8,216,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1854,Bihar,Gaya,Industrial Corridor,56.87,137,Paid,Yes,Notification,Not Started,45.5,Medium,68.66195061250897,42.0,325,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1855,Uttar Pradesh,Prayagraj,Railway,100.11,217,Partially Paid,No,Compensation,In Progress,87.8,Low,60.954662880415356,3.9,170,On-Time,Delayed,On-Time,On-Time,On-Time
LA-1856,Uttar Pradesh,Kanpur,Power Project,93.15,138,Paid,No,Compensation,Pending,60.7,Medium,40.43081141668628,10.4,210,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1857,Delhi,North Delhi,Power Project,78.9,198,Paid,No,Compensation,In Progress,35.0,High,72.07445618011778,14.7,177,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1858,Rajasthan,Kota,Airport,68.56,122,Partially Paid,Yes,Approval,Not Started,67.4,High,56.58470634581604,17.1,218,On-Time,On-Time,Delayed,Delayed,On-Time
LA-1859,Madhya Pradesh,Indore,Airport,95.19,132,Paid,No,Possession,Completed,93.0,Medium,80.37572764250831,8.6,130,On-Time,Delayed,On-Time,On-Time,On-Time
LA-1860,Delhi,North Delhi,Airport,116.86,124,Paid,No,Possession,In Progress,65.5,Medium,62.06756279117831,13.9,171,On-Time,On-Time,On-Time,On-Time,Delayed
LA-1861,Tamil Nadu,Madurai,Airport,57.34,104,Partially Paid,No,Approval,Not Started,81.3,Medium,54.330342367927315,18.4,161,On-Time,Delayed,On-Time,On-Time,On-Time
LA-1862,Rajasthan,Udaipur,Metro,28.19,27,Paid,Yes,Compensation,Pending,72.1,High,64.50132889917705,4.0,210,On-Time,Delayed,On-Time,On-Time,On-Time
LA-1863,Rajasthan,Jodhpur,Industrial Corridor,97.64,222,Paid,No,Possession,In Progress,83.6,Medium,83.62956147372651,26.3,171,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1864,Gujarat,Surat,Airport,32.51,107,Partially Paid,No,Compensation,In Progress,62.9,Medium,92.62733790912709,26.6,153,On-Time,Delayed,On-Time,On-Time,On-Time
LA-1865,Gujarat,Vadodara,Irrigation,37.49,95,Partially Paid,Yes,Compensation,In Progress,53.1,Medium,73.89606669842146,41.5,268,Delayed,On-Time,On-Time,Delayed,Delayed
LA-1866,Madhya Pradesh,Jabalpur,Highway,141.19,242,Partially Paid,No,Approval,Not Started,37.7,Medium,56.16452524401961,60.0,228,On-Time,Delayed,On-Time,On-Time,On-Time
LA-1867,Uttar Pradesh,Agra,Airport,95.5,163,Paid,No,Compensation,In Progress,60.2,Low,65.48910474152136,10.3,190,Delayed,On-Time,Delayed,On-Time,Delayed
LA-1868,Uttar Pradesh,Agra,Industrial Corridor,193.25,212,Paid,Yes,Compensation,In Progress,57.8,High,63.52374044437749,46.4,259,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1869,Bihar,Bhagalpur,Airport,155.7,280,Pending,No,Compensation,In Progress,90.9,High,62.74639716773668,7.4,151,Delayed,On-Time,On-Time,On-Time,Delayed
LA-1870,West Bengal,Siliguri,Metro,79.14,142,Paid,No,Possession,In Progress,78.5,Low,61.184149540367,17.5,212,Delayed,Delayed,On-Time,On-Time,On-Time
LA-1871,Gujarat,Vadodara,Railway,143.38,229,Paid,Yes,Notification,Not Started,83.6,High,50.51858985695288,27.2,283,On-Time,On-Time,On-Time,On-Time,Delayed
LA-1872,Maharashtra,Aurangabad,Railway,30.97,73,Partially Paid,No,Notification,Not Started,52.0,Medium,79.63428263513858,27.1,132,On-Time,Delayed,On-Time,On-Time,Delayed
LA-1873,Madhya Pradesh,Jabalpur,Industrial Corridor,69.25,115,Paid,No,Notification,Not Started,79.5,High,77.9116974566856,40.3,177,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1874,Gujarat,Vadodara,Irrigation,81.2,109,Partially Paid,No,Compensation,In Progress,82.3,High,65.34743878460203,16.0,163,On-Time,Delayed,On-Time,Delayed,On-Time
LA-1875,Delhi,New Delhi,Railway,62.05,107,Paid,No,Notification,Not Started,50.3,High,83.88121486132526,22.9,104,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1876,Uttar Pradesh,Lucknow,Railway,137.37,267,Paid,No,Compensation,Pending,64.6,High,73.86575868738832,24.4,134,On-Time,On-Time,On-Time,Delayed,On-Time
LA-1877,Karnataka,Mangaluru,Highway,99.71,149,Pending,Yes,Approval,Not Started,68.5,High,48.253479772583134,51.3,308,On-Time,On-Time,Delayed,On-Time,Delayed
LA-1878,Karnataka,Mangaluru,Industrial Corridor,97.58,272,Paid,Yes,Compensation,In Progress,48.8,High,59.68392524989365,21.1,268,On-Time,Delayed,Delayed,On-Time,Delayed
LA-1879,Delhi,South Delhi,Irrigation,209.49,381,Partially Paid,No,Approval,Pending,51.3,Medium,87.20556124978509,15.6,132,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1880,Uttar Pradesh,Kanpur,Industrial Corridor,79.44,174,Paid,No,Possession,Pending,48.9,Medium,59.590282137623205,36.8,232,Delayed,On-Time,Delayed,On-Time,Delayed
LA-1881,Maharashtra,Aurangabad,Railway,161.79,281,Paid,Yes,Compensation,In Progress,64.8,Low,54.60004996529365,21.0,317,Delayed,Delayed,Delayed,On-Time,On-Time
LA-1882,Karnataka,Mysuru,Railway,164.97,333,Paid,No,Possession,Completed,62.3,Low,75.83613751943673,41.2,248,Delayed,Delayed,On-Time,On-Time,Delayed
LA-1883,Delhi,North Delhi,Railway,125.91,289,Paid,No,Compensation,Pending,83.8,High,60.79673881528635,41.2,203,Delayed,On-Time,On-Time,On-Time,On-Time
LA-1884,Uttar Pradesh,Varanasi,Power Project,204.19,167,Pending,No,Notification,Not Started,53.8,Low,73.41177303691143,4.9,155,On-Time,Delayed,On-Time,On-Time,On-Time
LA-1885,Tamil Nadu,Chennai,Metro,87.97,78,Pending,Yes,Notification,Not Started,67.2,Medium,64.45825886721623,60.0,320,Delayed,On-Time,On-Time,On-Time,Delayed
LA-1886,Uttar Pradesh,Varanasi,Airport,100.63,260,Partially Paid,No,Possession,Pending,91.5,Medium,53.05016585303015,7.9,215,Delayed,On-Time,On-Time,Delayed,On-Time
LA-1887,Karnataka,Bengaluru,Metro,47.82,65,Pending,No,Compensation,In Progress,65.9,Medium,54.603320638124494,24.2,223,On-Time,Delayed,On-Time,On-Time,Delayed
LA-1888,Maharashtra,Aurangabad,Industrial Corridor,58.29,172,Partially Paid,No,Notification,Not Started,12.6,High,39.71376233755855,13.5,176,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1889,Uttar Pradesh,Varanasi,Highway,96.56,175,Paid,No,Compensation,Pending,68.8,Medium,48.42226162610561,12.8,247,On-Time,Delayed,On-Time,On-Time,On-Time
LA-1890,Maharashtra,Aurangabad,Airport,62.66,170,Paid,No,Approval,Not Started,62.2,High,74.42567570586824,9.7,113,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1891,Karnataka,Mysuru,Highway,109.59,226,Partially Paid,Yes,Approval,Not Started,57.6,High,83.08655576064712,38.0,244,On-Time,On-Time,Delayed,On-Time,On-Time
LA-1892,Bihar,Gaya,Irrigation,81.57,150,Paid,Yes,Notification,Not Started,61.7,High,55.843606269973435,16.5,276,Delayed,Delayed,On-Time,On-Time,On-Time
LA-1893,Bihar,Bhagalpur,Power Project,165.17,235,Paid,Yes,Possession,In Progress,75.2,High,44.375255613719816,45.3,335,Delayed,On-Time,On-Time,On-Time,Delayed
LA-1894,Gujarat,Vadodara,Industrial Corridor,76.88,196,Pending,Yes,Notification,Not Started,90.7,Low,82.06755995396956,16.1,237,On-Time,On-Time,Delayed,On-Time,Delayed
LA-1895,Karnataka,Mysuru,Power Project,154.19,281,Paid,No,Approval,Pending,69.4,Low,82.51142111061183,15.8,200,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1896,Uttar Pradesh,Agra,Industrial Corridor,21.11,107,Paid,No,Approval,Not Started,71.5,High,75.84438134387662,10.7,129,On-Time,Delayed,On-Time,On-Time,On-Time
LA-1897,Maharashtra,Nagpur,Highway,43.93,71,Paid,No,Notification,Not Started,41.3,High,43.236023238797266,19.4,176,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1898,Bihar,Bhagalpur,Highway,97.21,155,Partially Paid,No,Compensation,In Progress,61.6,High,72.72679293663711,4.0,119,On-Time,On-Time,Delayed,On-Time,On-Time
LA-1899,Delhi,North Delhi,Highway,57.08,64,Paid,No,Notification,Not Started,55.8,Low,73.27368300097784,44.3,220,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1900,Uttar Pradesh,Prayagraj,Industrial Corridor,78.48,181,Partially Paid,Yes,Approval,Not Started,77.1,High,78.5086384334793,27.3,227,Delayed,Delayed,Delayed,On-Time,Delayed
LA-1901,Uttar Pradesh,Agra,Railway,73.68,116,Paid,No,Possession,Completed,59.0,Low,67.26483537812747,21.5,233,On-Time,Delayed,Delayed,On-Time,On-Time
LA-1902,Delhi,North Delhi,Highway,72.45,107,Partially Paid,No,Approval,Not Started,88.2,Medium,53.74737449024854,4.3,211,On-Time,Delayed,On-Time,On-Time,On-Time
LA-1903,Uttar Pradesh,Kanpur,Power Project,21.26,5,Paid,No,Approval,Not Started,61.0,Low,58.93187544576927,11.3,217,Delayed,Delayed,On-Time,On-Time,On-Time
LA-1904,Madhya Pradesh,Jabalpur,Irrigation,88.99,161,Pending,No,Compensation,In Progress,71.2,Medium,82.65579405360837,3.1,111,On-Time,On-Time,Delayed,Delayed,On-Time
LA-1905,Gujarat,Rajkot,Airport,225.83,416,Paid,Yes,Compensation,In Progress,35.8,Medium,70.6931345202825,8.5,212,Delayed,On-Time,Delayed,On-Time,On-Time
LA-1906,Bihar,Bhagalpur,Industrial Corridor,83.86,176,Partially Paid,No,Possession,Pending,74.9,Medium,45.379145548985974,20.0,243,Delayed,On-Time,On-Time,On-Time,On-Time
LA-1907,Tamil Nadu,Coimbatore,Power Project,83.29,206,Partially Paid,No,Notification,Not Started,58.3,Low,90.59701035695207,28.3,201,On-Time,On-Time,On-Time,On-Time,Delayed
LA-1908,Maharashtra,Mumbai,Metro,239.27,302,Paid,No,Possession,Pending,41.9,Low,82.33320894302324,11.2,183,On-Time,On-Time,On-Time,Delayed,Delayed
LA-1909,Maharashtra,Mumbai,Irrigation,346.27,482,Paid,No,Possession,In Progress,18.9,Medium,89.9374799424046,10.0,108,On-Time,On-Time,On-Time,On-Time,Delayed
LA-1910,Gujarat,Vadodara,Metro,38.02,30,Partially Paid,Yes,Compensation,Pending,73.1,Medium,82.01468575868441,33.6,239,On-Time,Delayed,Delayed,On-Time,Delayed
LA-1911,Madhya Pradesh,Gwalior,Airport,251.85,444,Partially Paid,No,Notification,Not Started,28.9,Low,51.074032826392674,22.3,240,On-Time,Delayed,Delayed,Delayed,Delayed
LA-1912,Maharashtra,Pune,Railway,74.15,31,Paid,No,Notification,Not Started,30.7,Low,69.95007427505223,36.2,204,On-Time,Delayed,On-Time,On-Time,On-Time
LA-1913,Madhya Pradesh,Bhopal,Highway,30.05,98,Paid,No,Compensation,In Progress,70.1,Medium,74.05241301596148,50.4,228,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1914,Gujarat,Vadodara,Industrial Corridor,137.29,225,Paid,No,Possession,Pending,35.4,High,44.83543990663583,25.7,206,Delayed,Delayed,On-Time,On-Time,On-Time
LA-1915,Madhya Pradesh,Indore,Power Project,26.72,87,Paid,No,Compensation,Pending,71.8,High,47.414204513219644,14.6,216,On-Time,Delayed,On-Time,On-Time,Delayed
LA-1916,Gujarat,Ahmedabad,Highway,69.56,167,Paid,No,Approval,Not Started,85.0,Low,76.15097350467315,17.7,175,On-Time,Delayed,Delayed,On-Time,On-Time
LA-1917,Maharashtra,Pune,Power Project,63.32,82,Pending,No,Notification,Not Started,81.0,High,77.34032444359444,19.1,131,On-Time,On-Time,On-Time,On-Time,Delayed
LA-1918,West Bengal,Kolkata,Industrial Corridor,84.66,186,Paid,Yes,Compensation,In Progress,89.3,High,95.0,17.4,146,On-Time,On-Time,On-Time,Delayed,On-Time
LA-1919,Tamil Nadu,Coimbatore,Metro,25.72,127,Paid,No,Compensation,In Progress,37.1,High,61.09420101331217,27.5,171,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1920,Uttar Pradesh,Prayagraj,Highway,20.82,31,Partially Paid,No,Notification,Not Started,67.0,Medium,39.75582000491967,21.9,259,On-Time,Delayed,On-Time,On-Time,On-Time
LA-1921,Bihar,Patna,Airport,136.01,280,Pending,No,Notification,Not Started,79.4,Medium,62.73301132851516,10.3,181,Delayed,On-Time,Delayed,On-Time,On-Time
LA-1922,Rajasthan,Udaipur,Railway,173.21,211,Paid,No,Approval,Not Started,44.4,High,77.6518984446293,7.6,97,On-Time,On-Time,Delayed,On-Time,On-Time
LA-1923,Bihar,Gaya,Airport,181.35,359,Paid,No,Compensation,In Progress,79.1,High,59.53851920172592,19.9,141,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1924,Tamil Nadu,Madurai,Railway,18.56,76,Paid,Yes,Compensation,In Progress,82.0,Medium,66.52618687583478,2.5,229,On-Time,On-Time,On-Time,Delayed,Delayed
LA-1925,Gujarat,Rajkot,Irrigation,47.99,5,Paid,Yes,Possession,In Progress,60.4,Low,55.368533472680205,41.9,351,Delayed,Delayed,On-Time,Delayed,Delayed
LA-1926,Delhi,New Delhi,Power Project,312.08,285,Paid,Yes,Compensation,Pending,76.7,High,82.89642733724877,13.1,205,On-Time,On-Time,Delayed,On-Time,On-Time
LA-1927,Maharashtra,Pune,Highway,39.64,67,Paid,No,Notification,Not Started,68.1,High,76.16923373529596,55.7,176,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1928,Rajasthan,Kota,Highway,18.13,135,Paid,No,Compensation,Pending,39.0,Medium,52.69888192487141,46.6,239,Delayed,Delayed,On-Time,On-Time,Delayed
LA-1929,Madhya Pradesh,Gwalior,Irrigation,54.62,90,Pending,No,Possession,In Progress,22.9,Low,57.17111631720689,47.3,319,On-Time,On-Time,Delayed,Delayed,Delayed
LA-1930,Maharashtra,Aurangabad,Railway,10.13,43,Paid,No,Possession,In Progress,67.1,Medium,54.807620932517466,14.9,202,On-Time,On-Time,Delayed,On-Time,Delayed
LA-1931,Uttar Pradesh,Lucknow,Metro,15.58,55,Paid,No,Possession,In Progress,82.8,Medium,37.10567669298232,8.0,247,Delayed,On-Time,On-Time,On-Time,Delayed
LA-1932,Bihar,Bhagalpur,Industrial Corridor,51.36,62,Pending,No,Approval,Not Started,48.5,Low,53.57025046810744,26.9,228,On-Time,Delayed,Delayed,Delayed,Delayed
LA-1933,West Bengal,Kolkata,Airport,52.89,66,Partially Paid,Yes,Possession,In Progress,19.7,High,38.40705463357094,31.3,312,Delayed,Delayed,Delayed,On-Time,Delayed
LA-1934,Rajasthan,Udaipur,Irrigation,14.43,80,Paid,No,Possession,In Progress,57.1,High,79.00369432752217,7.7,128,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1935,Uttar Pradesh,Varanasi,Power Project,180.22,235,Paid,No,Compensation,Pending,56.1,Medium,80.19312697483292,60.0,221,Delayed,On-Time,On-Time,Delayed,Delayed
LA-1936,Maharashtra,Pune,Irrigation,58.33,138,Pending,No,Approval,Not Started,73.9,Low,60.51816090241101,10.4,180,On-Time,On-Time,On-Time,Delayed,Delayed
LA-1937,Delhi,South Delhi,Airport,61.53,93,Paid,No,Possession,Completed,52.8,Medium,68.07043788705161,14.7,158,On-Time,Delayed,On-Time,On-Time,On-Time
LA-1938,Bihar,Patna,Airport,58.47,190,Partially Paid,No,Compensation,In Progress,94.8,Low,81.0649949118743,32.8,214,On-Time,Delayed,On-Time,Delayed,On-Time
LA-1939,Uttar Pradesh,Agra,Power Project,78.69,125,Pending,No,Notification,Not Started,36.8,Medium,76.7567306113763,30.8,151,On-Time,On-Time,Delayed,On-Time,On-Time
LA-1940,Madhya Pradesh,Bhopal,Power Project,246.11,454,Paid,No,Notification,Not Started,80.6,Medium,95.0,17.2,176,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1941,Maharashtra,Mumbai,Highway,118.8,187,Partially Paid,No,Compensation,Pending,64.9,High,68.89118691106636,16.6,170,On-Time,On-Time,On-Time,Delayed,Delayed
LA-1942,Madhya Pradesh,Gwalior,Airport,83.55,180,Pending,Yes,Approval,Not Started,92.6,High,86.78953000215053,16.1,155,Delayed,Delayed,Delayed,Delayed,On-Time
LA-1943,Karnataka,Mangaluru,Industrial Corridor,32.03,48,Partially Paid,No,Notification,Not Started,80.8,Medium,66.4267995347839,41.6,225,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1944,Tamil Nadu,Salem,Industrial Corridor,41.3,86,Paid,No,Compensation,Pending,81.7,High,63.20752312769058,26.1,174,On-Time,Delayed,Delayed,On-Time,On-Time
LA-1945,Uttar Pradesh,Kanpur,Railway,60.58,133,Pending,No,Possession,Completed,63.3,High,75.18026097226299,12.5,150,On-Time,Delayed,Delayed,On-Time,On-Time
LA-1946,Delhi,South Delhi,Irrigation,57.57,155,Partially Paid,No,Compensation,In Progress,91.7,Low,73.2822981975985,20.3,154,On-Time,On-Time,On-Time,Delayed,Delayed
LA-1947,Uttar Pradesh,Lucknow,Power Project,115.69,143,Partially Paid,No,Approval,Not Started,66.1,Low,55.881174111222215,37.2,267,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1948,Bihar,Muzaffarpur,Highway,16.39,52,Partially Paid,No,Compensation,In Progress,30.1,High,52.63953326111896,14.7,153,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1949,Bihar,Bhagalpur,Industrial Corridor,143.27,160,Paid,No,Notification,Not Started,81.7,Medium,66.12163367875218,28.7,210,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1950,Madhya Pradesh,Indore,Metro,66.86,125,Paid,No,Approval,Not Started,44.5,High,36.6489388930201,14.4,187,Delayed,On-Time,On-Time,Delayed,On-Time
LA-1951,Madhya Pradesh,Jabalpur,Highway,26.71,131,Paid,No,Approval,Pending,62.9,High,60.387044319323145,8.6,180,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1952,Karnataka,Hubballi,Highway,84.74,203,Paid,No,Possession,Pending,94.7,Medium,50.26492218569409,16.4,220,Delayed,Delayed,On-Time,On-Time,On-Time
LA-1953,Uttar Pradesh,Varanasi,Industrial Corridor,66.47,140,Paid,No,Approval,Not Started,40.3,Medium,56.35480607399373,25.5,179,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1954,Bihar,Muzaffarpur,Metro,44.07,115,Paid,Yes,Notification,Not Started,30.7,High,53.31901026110444,60.0,267,On-Time,Delayed,On-Time,Delayed,On-Time
LA-1955,Gujarat,Ahmedabad,Railway,56.21,134,Paid,No,Approval,Pending,79.2,High,76.5186345105742,21.4,149,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1956,Gujarat,Rajkot,Industrial Corridor,157.25,326,Pending,No,Compensation,In Progress,37.5,High,71.70019442076008,18.4,130,On-Time,On-Time,On-Time,Delayed,On-Time
LA-1957,Rajasthan,Jodhpur,Metro,237.04,351,Pending,No,Possession,Completed,84.1,Low,65.79428787065065,13.8,221,Delayed,On-Time,On-Time,On-Time,On-Time
LA-1958,Delhi,New Delhi,Highway,85.9,132,Partially Paid,Yes,Possession,Pending,21.5,Medium,59.24935438558894,24.7,270,On-Time,On-Time,Delayed,On-Time,On-Time
LA-1959,Uttar Pradesh,Prayagraj,Metro,147.86,272,Paid,No,Notification,Not Started,30.3,High,80.5204751371705,19.7,153,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1960,Karnataka,Bengaluru,Highway,128.28,206,Paid,No,Notification,Not Started,67.4,High,78.50972896270144,16.7,148,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1961,Uttar Pradesh,Lucknow,Irrigation,156.91,243,Paid,No,Notification,Not Started,54.0,Medium,63.33288012207273,12.9,191,Delayed,On-Time,On-Time,On-Time,Delayed
LA-1962,Madhya Pradesh,Bhopal,Industrial Corridor,73.47,76,Partially Paid,No,Possession,In Progress,37.1,Medium,85.32120118477759,3.1,106,On-Time,Delayed,On-Time,On-Time,On-Time
LA-1963,Maharashtra,Nagpur,Power Project,135.04,274,Pending,No,Notification,Not Started,52.6,Low,62.156852785624885,28.3,226,On-Time,On-Time,Delayed,On-Time,On-Time
LA-1964,Gujarat,Ahmedabad,Industrial Corridor,107.48,97,Paid,Yes,Notification,Not Started,55.5,High,68.07053786356877,16.4,218,On-Time,On-Time,On-Time,On-Time,Delayed
LA-1965,Maharashtra,Mumbai,Irrigation,44.4,112,Partially Paid,No,Compensation,Pending,71.3,Low,56.38672069689664,7.9,198,On-Time,Delayed,On-Time,On-Time,On-Time
